x轴,模型
y轴,内存占用(MB)
类型,bar:emphasis,bar:emphasis
,完整模型内存占用,head模型内存占用
deit_tiny_patch_16_224,159,33.36
levit_128,175.5,29.56
mobilenet_v2,134.4,42.59
mobilenet_v3_large,144.3,42.94
resnet101,312.7,27.39
resnet18,166.8,27.66
resnet50,238.1,50.04
vgg11_static,1040,27.85
vgg13,1056,28.63
vgg16,1183,27.61
vgg19,1167,28.93
mobilevgg,217.8,29
lightvgg11,1127,29.2
yolov5s,164.8,31.51
yolov8n,136.3,31.81
