x轴,模型
y轴,时延(ms)
类型,bar:Ad,bar:emphasis
,总时延,Baseline
deit_tiny_patch16_224,244.9,587.9247212
levit_128,79.28,267.5110607
mobilenet_v2,70.81,243.629967
mobilenet_v3_large,69.86,231.1712689
resnet101,1143.05,2329.237232
resnet18,247.49,511.0485725
resnet50,742.22,1220.934453
vgg11,856.14,1106.260592
vgg13,1303.96,1553.71892
vgg16,1721,2059.002435
vgg19,2141.56,2566.644745
mobilevgg,1156.9,1462.17578
lightvgg11,486.02,1097.120133
yolov5,361.9,624.2213025
yolov8,162.78,306.4463143
