x轴,模型
y轴,内存占用(MB)
类型,bar:emphasis,bar:emphasis
,完整模型内存占用,head模型内存占用
deit_tiny_patch_16_224,279.8,46
levit_128,359.7,43.03
mobilenet_v2,248.3,48
mobilenet_v3_large,286.1,44.81
resnet101,1061.88,40.31
resnet18,166.8,43.12
resnet50,1110.016,40.45
vgg11_static,2026.496,1477.63
vgg13,2048,0
vgg16,1944.576,0
vgg19,2048,0
mobilevgg,248.7,167.8
lightvgg11,2048,68.32
yolov5s,358.4,42.11
yolov8n,244.6,35.46
